ensembl_gene_id	gene_name	gene_biotype
ENSMUSG00000009076	Zmat5	protein_coding
ENSMUSG00000060673	4930595M18Rik	protein_coding
ENSMUSG00000091272	Gm17641	protein_coding
ENSMUSG00000046999	1110032F04Rik	protein_coding
ENSMUSG00000027778	Ift80	protein_coding
ENSMUSG00000028287	1700009N14Rik	protein_coding
ENSMUSG00000045103	Dmd	protein_coding
ENSMUSG00000060601	Nr1h2	protein_coding
ENSMUSG00000091151	Vmn1r224	protein_coding
ENSMUSG00000021254	1700020O03Rik	protein_coding
ENSMUSG00000030284	Creld1	protein_coding
ENSMUSG00000040287	Stac3	protein_coding
ENSMUSG00000028405	Aco1	protein_coding
ENSMUSG00000090816	Gm6729	protein_coding
ENSMUSG00000090308	Gm5174	protein_coding
ENSMUSG00000020048	Hsp90b1	protein_coding
ENSMUSG00000026003	Acadl	protein_coding
ENSMUSG00000059910	Olfr1265	protein_coding
ENSMUSG00000031626	Sorbs2	protein_coding
ENSMUSG00000022187	Gm5546	protein_coding
ENSMUSG00000032913	Lrig2	protein_coding
ENSMUSG00000075068	Olfr140	protein_coding
ENSMUSG00000009075	Cabp7	protein_coding
ENSMUSG00000075067	Olfr1269	protein_coding
ENSMUSG00000045009	Prrt3	protein_coding
ENSMUSG00000075066	Olfr32	protein_coding
ENSMUSG00000091703	Gm4222	protein_coding
ENSMUSG00000021255	Esrrb	protein_coding
ENSMUSG00000030286	Tmem111	protein_coding
ENSMUSG00000032381	Fam96a	protein_coding
ENSMUSG00000075065	Olfr1270	protein_coding
ENSMUSG00000068154	Insm1	protein_coding
ENSMUSG00000086649	Gm15286	processed_transcript
ENSMUSG00000075064	Olfr1506	protein_coding
ENSMUSG00000009073	Nf2	protein_coding
ENSMUSG00000047632	Fgfbp3	protein_coding
ENSMUSG00000084217	Gm15488	pseudogene
ENSMUSG00000061816	Myl1	protein_coding
ENSMUSG00000086480	Gm15287	antisense
ENSMUSG00000075063	Olfr142	protein_coding
ENSMUSG00000037110	Ralgapa2	protein_coding
ENSMUSG00000085204	Gm15327	processed_transcript
ENSMUSG00000086861	Gm15325	lincRNA
ENSMUSG00000040565	Btaf1	protein_coding
ENSMUSG00000075062	Olfr1271	protein_coding
ENSMUSG00000039361	Picalm	protein_coding
ENSMUSG00000032380	Dapk2	protein_coding
ENSMUSG00000086057	Gm15324	lincRNA
ENSMUSG00000034023	Fancd2	protein_coding
ENSMUSG00000032807	Alox12b	protein_coding
ENSMUSG00000086111	Gm15326	lincRNA
ENSMUSG00000032902	Slc16a1	protein_coding
ENSMUSG00000075061	Olfr1272	protein_coding
ENSMUSG00000082433	Gm9025	pseudogene
ENSMUSG00000022571	Pycrl	protein_coding
ENSMUSG00000002204	Napsa	protein_coding
ENSMUSG00000086402	Gm15322	lincRNA
ENSMUSG00000089859	Gm13769	protein_coding
ENSMUSG00000022570	Tsta3	protein_coding
ENSMUSG00000086092	Gm15323	lincRNA
ENSMUSG00000064132	Gm6421	pseudogene
ENSMUSG00000079048	4933413L06Rik	antisense
ENSMUSG00000025314	Ptprj	protein_coding
ENSMUSG00000086709	Gm16263	antisense
ENSMUSG00000050846	Zfp623	protein_coding
ENSMUSG00000025450	Gm9752	processed_transcript
ENSMUSG00000055865	Fam19a3	protein_coding
ENSMUSG00000030730	Atp2a1	protein_coding
ENSMUSG00000026000	Lancl1	protein_coding
ENSMUSG00000034349	Smc4	protein_coding
ENSMUSG00000040280	Ndufa4l2	protein_coding
ENSMUSG00000034429	Zfp707	protein_coding
ENSMUSG00000002228	Ppm1j	protein_coding
ENSMUSG00000025403	Shmt2	protein_coding
ENSMUSG00000039652	Cpeb3	protein_coding
ENSMUSG00000021256	Vash1	protein_coding
ENSMUSG00000062785	Kcnc3	protein_coding
ENSMUSG00000022240	Ctnnd2	protein_coding
ENSMUSG00000020526	Znhit3	protein_coding
ENSMUSG00000020891	Alox8	protein_coding
ENSMUSG00000021257	Angel1	protein_coding
ENSMUSG00000002233	Rhoc	protein_coding
ENSMUSG00000063704	Mapk15	protein_coding
ENSMUSG00000043391	2510009E07Rik	protein_coding
ENSMUSG00000093574	RP23-118L1.1	protein_coding
ENSMUSG00000091805	Vmn2r108	protein_coding
ENSMUSG00000022853	Ehhadh	protein_coding
ENSMUSG00000054280	C330019G07Rik	protein_coding
ENSMUSG00000030739	Myh14	protein_coding
ENSMUSG00000032087	Dscaml1	protein_coding
ENSMUSG00000033618	Map3k13	protein_coding
ENSMUSG00000002227	Mov10	protein_coding
ENSMUSG00000059114	Gm6772	protein_coding
ENSMUSG00000030733	Sh2b1	protein_coding
ENSMUSG00000025878	Uimc1	protein_coding
ENSMUSG00000040258	Nxph4	protein_coding
ENSMUSG00000025991	Cps1	protein_coding
ENSMUSG00000022856	Tmem41a	protein_coding
ENSMUSG00000034168	6430527G18Rik	protein_coding
ENSMUSG00000046761	Fam83h	protein_coding
ENSMUSG00000034157	2310044G17Rik	protein_coding
ENSMUSG00000034317	Trim59	protein_coding
ENSMUSG00000078201	Tmem203	protein_coding
ENSMUSG00000044626	Liph	protein_coding
ENSMUSG00000075594	K230010J24Rik	protein_coding
ENSMUSG00000048707	Tprn	protein_coding
ENSMUSG00000037426	Depdc5	protein_coding
ENSMUSG00000048483	Zdhhc22	protein_coding
ENSMUSG00000039168	Dap	protein_coding
ENSMUSG00000027782	Kpna4	protein_coding
ENSMUSG00000055416	Fam136b-ps	protein_coding
ENSMUSG00000034145	Tmem63c	protein_coding
ENSMUSG00000022568	Scrib	protein_coding
ENSMUSG00000022237	Ankrd33b	protein_coding
ENSMUSG00000023307	March5	protein_coding
ENSMUSG00000033963	4931417G12Rik	protein_coding
ENSMUSG00000073838	Tufm	protein_coding
ENSMUSG00000035522	Tsga8	protein_coding
ENSMUSG00000035491	1600014K23Rik	protein_coding
ENSMUSG00000033940	6720456B07Rik	protein_coding
ENSMUSG00000043537	Vmn1r225	protein_coding
ENSMUSG00000033933	Vhl	protein_coding
ENSMUSG00000035476	Tab3	protein_coding
ENSMUSG00000040249	Lrp1	protein_coding
ENSMUSG00000003923	Tfam	protein_coding
ENSMUSG00000090572	Vmn2r109	protein_coding
ENSMUSG00000022236	Ropn1l	protein_coding
ENSMUSG00000060477	Irak2	protein_coding
ENSMUSG00000017631	Abr	protein_coding
ENSMUSG00000032637	Atxn2l	protein_coding
ENSMUSG00000074749	Plk1s1	protein_coding
ENSMUSG00000056999	Ide	protein_coding
ENSMUSG00000039781	Azi1	protein_coding
ENSMUSG00000039100	March6	protein_coding
ENSMUSG00000031636	Pdlim3	protein_coding
ENSMUSG00000022855	Senp2	protein_coding
ENSMUSG00000027784	Ppm1l	protein_coding
ENSMUSG00000025059	Gyk	protein_coding
ENSMUSG00000071104	Ccdc110	protein_coding
ENSMUSG00000062209	Erbb4	protein_coding
ENSMUSG00000030617	Ccdc83	protein_coding
ENSMUSG00000070372	Capza1	protein_coding
ENSMUSG00000032511	Scn5a	protein_coding
ENSMUSG00000030738	Eif3c	protein_coding
ENSMUSG00000071103	1700029J07Rik	protein_coding
ENSMUSG00000021032	Ngb	protein_coding
ENSMUSG00000070574	2310016G11Rik	protein_coding
ENSMUSG00000066500	Izumo2	protein_coding
ENSMUSG00000043300	B3galnt1	protein_coding
ENSMUSG00000034285	Nipsnap1	protein_coding
ENSMUSG00000068969	Rpl32-ps	protein_coding
ENSMUSG00000012443	Kif11	protein_coding
ENSMUSG00000027787	Nmd3	protein_coding
ENSMUSG00000027433	Xrn2	protein_coding
ENSMUSG00000048012	Zfp473	protein_coding
ENSMUSG00000031634	Ufsp2	protein_coding
ENSMUSG00000033581	Igf2bp2	protein_coding
ENSMUSG00000021481	Zfp346	protein_coding
ENSMUSG00000034126	Pomt2	protein_coding
ENSMUSG00000019927	Ube2d1	protein_coding
ENSMUSG00000024986	Hhex	protein_coding
ENSMUSG00000045576	St7l	protein_coding
ENSMUSG00000015476	Prrt1	protein_coding
ENSMUSG00000022235	Cmbl	protein_coding
ENSMUSG00000002205	Vrk3	protein_coding
ENSMUSG00000056952	Tatdn2	protein_coding
ENSMUSG00000053799	Exoc6	protein_coding
ENSMUSG00000020890	Gucy2e	protein_coding
ENSMUSG00000050914	Ankrd37	protein_coding
ENSMUSG00000025997	Ikzf2	protein_coding
ENSMUSG00000043461	1110032A04Rik	protein_coding
ENSMUSG00000045075	Gm9796	protein_coding
ENSMUSG00000034274	Thoc5	protein_coding
ENSMUSG00000075595	Zfp652	protein_coding
ENSMUSG00000051329	Nup160	protein_coding
ENSMUSG00000027788	Otol1	protein_coding
ENSMUSG00000022234	Cct5	protein_coding
ENSMUSG00000064177	Ghrl	protein_coding
ENSMUSG00000031637	Lrp2bp	protein_coding
ENSMUSG00000030720	Cln3	protein_coding
ENSMUSG00000027790	Sis	protein_coding
ENSMUSG00000053153	Spag16	protein_coding
ENSMUSG00000062432	Cyp26c1	protein_coding
ENSMUSG00000024987	Cyp26a1	protein_coding
ENSMUSG00000030298	Sec13	protein_coding
ENSMUSG00000040296	Ddx58	protein_coding
ENSMUSG00000022858	Tra2b	protein_coding
ENSMUSG00000021033	Gstz1	protein_coding
ENSMUSG00000033739	Fkbpl	protein_coding
ENSMUSG00000048612	Myof	protein_coding
ENSMUSG00000030616	Sytl2	protein_coding
ENSMUSG00000015461	Atf6b	protein_coding
ENSMUSG00000025058	5430427O19Rik	protein_coding
ENSMUSG00000038539	Atf5	protein_coding
ENSMUSG00000030302	Atp2b2	protein_coding
ENSMUSG00000035454	1700072E05Rik	protein_coding
ENSMUSG00000027840	Wnt2b	protein_coding
ENSMUSG00000034111	Tmed8	protein_coding
ENSMUSG00000025056	Nr0b1	protein_coding
ENSMUSG00000062127	Cttnbp2nl	protein_coding
ENSMUSG00000023927	Satb1	protein_coding
ENSMUSG00000090812	Samd15	protein_coding
ENSMUSG00000038291	Snx25	protein_coding
ENSMUSG00000072919	4933437F05Rik	protein_coding
ENSMUSG00000037710	Cisd1	protein_coding
ENSMUSG00000035427	Mageb4	protein_coding
ENSMUSG00000021038	Vipar	protein_coding
ENSMUSG00000071273	Gm5145	protein_coding
ENSMUSG00000043858	Nup62	protein_coding
ENSMUSG00000045648	Vwc2l	protein_coding
ENSMUSG00000051788	4930564D02Rik	protein_coding
ENSMUSG00000091259	Vmn2r110	protein_coding
ENSMUSG00000040896	Kcnd3	protein_coding
ENSMUSG00000060733	Ipmk	protein_coding
ENSMUSG00000082033	Mageb10-ps	protein_coding
ENSMUSG00000013089	Etv5	protein_coding
ENSMUSG00000060701	Fpr-rs3	protein_coding
ENSMUSG00000052372	Il1rapl1	protein_coding
ENSMUSG00000042848	Vmn1r226	protein_coding
ENSMUSG00000060245	Vmn1r228	protein_coding
ENSMUSG00000061150	Vmn1r229	protein_coding
ENSMUSG00000048304	Slitrk3	protein_coding
ENSMUSG00000026196	Bard1	protein_coding
ENSMUSG00000045417	Vmn1r230	protein_coding
ENSMUSG00000074141	Il4i1	protein_coding
ENSMUSG00000027792	Bche	protein_coding
ENSMUSG00000050933	Vmn1r231	protein_coding
ENSMUSG00000039065	Fam173b	protein_coding
ENSMUSG00000062165	Vmn1r232	protein_coding
ENSMUSG00000007564	Ppp2r1a	protein_coding
ENSMUSG00000027905	Ddx20	protein_coding
ENSMUSG00000062933	Gm10123	protein_coding
ENSMUSG00000035395	Pet2	protein_coding
ENSMUSG00000002524	Puf60	protein_coding
ENSMUSG00000034151	Zbbx	protein_coding
ENSMUSG00000046997	Spsb4	protein_coding
ENSMUSG00000050296	Abca12	protein_coding
ENSMUSG00000045267	Tas2r119	protein_coding
ENSMUSG00000020396	Nefh	protein_coding
ENSMUSG00000054160	Nkx2-4	protein_coding
ENSMUSG00000031631	4933411K20Rik	protein_coding
ENSMUSG00000022231	Sema5a	protein_coding
ENSMUSG00000038664	Herc1	protein_coding
ENSMUSG00000021037	Ahsa1	protein_coding
ENSMUSG00000079513	4932429P05Rik	protein_coding
ENSMUSG00000075596	B130006D01Rik	protein_coding
ENSMUSG00000027434	Nkx2-2	protein_coding
ENSMUSG00000091768	Gm17617	protein_coding
ENSMUSG00000035387	4930415L06Rik	protein_coding
ENSMUSG00000050860	Phospho1	protein_coding
ENSMUSG00000032782	Cntrob	protein_coding
ENSMUSG00000005320	Fgfr4	protein_coding
ENSMUSG00000022861	Dgkg	protein_coding
ENSMUSG00000091497	Gm44	protein_coding
ENSMUSG00000073069	Mageb2	protein_coding
ENSMUSG00000048458	6530418L21Rik	protein_coding
ENSMUSG00000050671	Ism2	protein_coding
ENSMUSG00000067650	Gm5072	protein_coding
ENSMUSG00000079803	AC125149.7	protein_coding
ENSMUSG00000073068	Gm8914	protein_coding
ENSMUSG00000038520	Tbc1d17	protein_coding
ENSMUSG00000009090	Ap1b1	protein_coding
ENSMUSG00000025377	2410002I01Rik	protein_coding
ENSMUSG00000057805	1700084M14Rik	protein_coding
ENSMUSG00000079800	AC125149.6	protein_coding
ENSMUSG00000034139	Serpini2	protein_coding
ENSMUSG00000068798	Rap1a	protein_coding
ENSMUSG00000032449	Slc25a36	protein_coding
ENSMUSG00000091522	AC125149.8	protein_coding
ENSMUSG00000079799	AC125149.5	protein_coding
ENSMUSG00000064129	Gm14781	protein_coding
ENSMUSG00000021036	Sptlc2	protein_coding
ENSMUSG00000079796	AC125149.4	protein_coding
ENSMUSG00000079192	AC125149.1	protein_coding
ENSMUSG00000061392	Mageb5	protein_coding
ENSMUSG00000079794	AC125149.3	protein_coding
ENSMUSG00000037034	Pax1	protein_coding
ENSMUSG00000079791	AC125149.2	protein_coding
ENSMUSG00000043987	Cep164	protein_coding
ENSMUSG00000042759	Apobr	protein_coding
ENSMUSG00000027835	Pdcd10	protein_coding
ENSMUSG00000062162	Mageb1	protein_coding
ENSMUSG00000031633	Slc25a4	protein_coding
ENSMUSG00000067649	Mageb18	protein_coding
ENSMUSG00000075590	Nrbp2	protein_coding
ENSMUSG00000036822	Topors	protein_coding
ENSMUSG00000030307	Slc6a11	protein_coding
ENSMUSG00000000562	Adora3	protein_coding
ENSMUSG00000069554	I830134H01Rik	protein_coding
ENSMUSG00000024989	Cep55	protein_coding
ENSMUSG00000071726	Gm5941	protein_coding
ENSMUSG00000044701	Il27	protein_coding
ENSMUSG00000044362	Ccdc89	protein_coding
ENSMUSG00000074344	Adora3	protein_coding
ENSMUSG00000037025	Foxa2	protein_coding
ENSMUSG00000067647	1700003E24Rik	protein_coding
ENSMUSG00000044361	BC024139	protein_coding
ENSMUSG00000051451	Crebzf	protein_coding
ENSMUSG00000018965	Ywhah	protein_coding
ENSMUSG00000067646	BC061195	protein_coding
ENSMUSG00000071102	Gm10313	protein_coding
ENSMUSG00000074342	I830077J02Rik	protein_coding
ENSMUSG00000054200	O3far1	protein_coding
ENSMUSG00000026192	Atic	protein_coding
ENSMUSG00000047171	Helt	protein_coding
ENSMUSG00000035277	Arx	protein_coding
ENSMUSG00000030717	Nupr1	protein_coding
ENSMUSG00000024990	Rbp4	protein_coding
ENSMUSG00000018796	Acsl1	protein_coding
ENSMUSG00000034533	Scn10a	protein_coding
ENSMUSG00000027834	Serpini1	protein_coding
ENSMUSG00000030310	Slc6a1	protein_coding
ENSMUSG00000021488	Nsd1	protein_coding
ENSMUSG00000018381	Abi3	protein_coding
ENSMUSG00000071014	Ndufb6	protein_coding
ENSMUSG00000000563	Atp5f1	protein_coding
ENSMUSG00000066175	2510046G10Rik	protein_coding
ENSMUSG00000037014	Sstr4	protein_coding
ENSMUSG00000030714	Ccdc101	protein_coding
ENSMUSG00000078572	1810043H04Rik	protein_coding
ENSMUSG00000022261	Sdc2	protein_coding
ENSMUSG00000033501	Crygs	protein_coding
ENSMUSG00000006678	Pola1	protein_coding
ENSMUSG00000024992	Pde6c	protein_coding
ENSMUSG00000074743	Thbd	protein_coding
ENSMUSG00000004462	Tbccd1	protein_coding
ENSMUSG00000011096	Akt1s1	protein_coding
ENSMUSG00000061306	Slc38a10	protein_coding
ENSMUSG00000011034	Slc5a1	protein_coding
ENSMUSG00000053004	Hrh1	protein_coding
ENSMUSG00000030615	Tmem126a	protein_coding
ENSMUSG00000044937	BC030307	protein_coding
ENSMUSG00000027435	Cd93	protein_coding
ENSMUSG00000034109	Golim4	protein_coding
ENSMUSG00000004460	Dnajb11	protein_coding
ENSMUSG00000039007	Pgcp	protein_coding
ENSMUSG00000036992	Nxt1	protein_coding
ENSMUSG00000034789	Rab24	protein_coding
ENSMUSG00000019923	Zwint	protein_coding
ENSMUSG00000030314	Atg7	protein_coding
ENSMUSG00000022868	Ahsg	protein_coding
ENSMUSG00000079036	Alkbh1	protein_coding
ENSMUSG00000054237	5730455O13Rik	protein_coding
ENSMUSG00000002963	Pnkp	protein_coding
ENSMUSG00000030711	Sult1a1	protein_coding
ENSMUSG00000045575	Vmn1r233	protein_coding
ENSMUSG00000030614	Tmem126b	protein_coding
ENSMUSG00000054027	Nt5dc3	protein_coding
ENSMUSG00000058101	1700084J12Rik	protein_coding
ENSMUSG00000027439	Gzf1	protein_coding
ENSMUSG00000038984	Tspyl5	protein_coding
ENSMUSG00000000561	Wdr77	protein_coding
ENSMUSG00000022255	Mtdh	protein_coding
ENSMUSG00000034685	Fam171a2	protein_coding
ENSMUSG00000033327	Tnxb	protein_coding
ENSMUSG00000022871	Fetub	protein_coding
ENSMUSG00000022565	Plec	protein_coding
ENSMUSG00000067242	Lgi1	protein_coding
ENSMUSG00000021486	Prelid1	protein_coding
ENSMUSG00000031629	Mlf1ip	protein_coding
ENSMUSG00000030315	Vgll4	protein_coding
ENSMUSG00000059772	Slx1b	protein_coding
ENSMUSG00000021485	Mxd3	protein_coding
ENSMUSG00000067942	Zfp160	protein_coding
ENSMUSG00000022877	Hrg	protein_coding
ENSMUSG00000034201	Gas2l1	protein_coding
ENSMUSG00000034098	Fstl5	protein_coding
ENSMUSG00000032086	Bace1	protein_coding
ENSMUSG00000044026	Tmem20	protein_coding
ENSMUSG00000026193	Fn1	protein_coding
ENSMUSG00000046593	Tmem215	protein_coding
ENSMUSG00000024998	Plce1	protein_coding
ENSMUSG00000047721	Bola2	protein_coding
ENSMUSG00000093477	Alkbh1	protein_coding
ENSMUSG00000034115	Scn11a	protein_coding
ENSMUSG00000060459	Kng2	protein_coding
ENSMUSG00000052572	Dlg2	protein_coding
ENSMUSG00000030316	1500001M20Rik	protein_coding
ENSMUSG00000028411	Aptx	protein_coding
ENSMUSG00000021041	2700073G19Rik	protein_coding
ENSMUSG00000052613	Pcdh15	protein_coding
ENSMUSG00000027438	Napb	protein_coding
ENSMUSG00000021040	1810035L17Rik	protein_coding
ENSMUSG00000030707	Coro1a	protein_coding
ENSMUSG00000004864	Mapk13	protein_coding
ENSMUSG00000035246	Pcyt1b	protein_coding
ENSMUSG00000034664	Itga2b	protein_coding
ENSMUSG00000091361	Gm5277	protein_coding
ENSMUSG00000034209	Rasl10a	protein_coding
ENSMUSG00000009394	Syn2	protein_coding
ENSMUSG00000021039	Snw1	protein_coding
ENSMUSG00000074340	Ovgp1	protein_coding
ENSMUSG00000070443	Gm10291	protein_coding
ENSMUSG00000037096	Gm9762	protein_coding
ENSMUSG00000062232	Rapgef2	protein_coding
ENSMUSG00000091550	Gm6811	protein_coding
ENSMUSG00000038225	Ccdc111	protein_coding
ENSMUSG00000090898	Gm7732	protein_coding
ENSMUSG00000072211	Gm7736	protein_coding
ENSMUSG00000090525	Gm7742	protein_coding
ENSMUSG00000057203	Vmn1r234	protein_coding
ENSMUSG00000009079	Ewsr1	protein_coding
ENSMUSG00000038502	Ptov1	protein_coding
ENSMUSG00000050102	Vmn1r235	protein_coding
ENSMUSG00000035232	Pdk3	protein_coding
ENSMUSG00000024999	Noc3l	protein_coding
ENSMUSG00000022875	Kng1	protein_coding
ENSMUSG00000050017	Pitpnb	protein_coding
ENSMUSG00000022257	Laptm4b	protein_coding
ENSMUSG00000071217	Gm2022	protein_coding
ENSMUSG00000092004	Gm17482	protein_coding
ENSMUSG00000030317	Timp4	protein_coding
ENSMUSG00000035459	Stab2	protein_coding
ENSMUSG00000079034	Gm8300	protein_coding
ENSMUSG00000071216	Oog1	protein_coding
ENSMUSG00000048720	Tbc1d12	protein_coding
ENSMUSG00000022324	Matn2	protein_coding
ENSMUSG00000000440	Pparg	protein_coding
ENSMUSG00000055177	Cstl1	protein_coding
ENSMUSG00000091685	Gm17359	protein_coding
ENSMUSG00000061175	Fnip2	protein_coding
ENSMUSG00000000805	Car4	protein_coding
ENSMUSG00000070576	Mn1	protein_coding
ENSMUSG00000092019	Gm4027	protein_coding
ENSMUSG00000037379	Spon2	protein_coding
ENSMUSG00000072910	Gm16381	protein_coding
ENSMUSG00000031628	Casp3	protein_coding
ENSMUSG00000063065	Mapk3	protein_coding
ENSMUSG00000079031	BB287469	protein_coding
ENSMUSG00000010136	1700027A23Rik	protein_coding
ENSMUSG00000025001	Hells	protein_coding
ENSMUSG00000078368	Gm2001	protein_coding
ENSMUSG00000079029	Gm2016	protein_coding
ENSMUSG00000008200	Fnbp4	protein_coding
ENSMUSG00000091835	Gm2075	protein_coding
ENSMUSG00000037373	Ctbp1	protein_coding
ENSMUSG00000043873	Chi3l7	protein_coding
ENSMUSG00000034762	Glis1	protein_coding
ENSMUSG00000081044	AU015836	protein_coding
ENSMUSG00000066027	Gm2042	protein_coding
ENSMUSG00000031627	Irf2	protein_coding
ENSMUSG00000002968	Med25	protein_coding
ENSMUSG00000042389	Tsen2	protein_coding
ENSMUSG00000079030	Gm2046	protein_coding
ENSMUSG00000090529	Gm6803	protein_coding
ENSMUSG00000036958	Cst11	protein_coding
ENSMUSG00000055936	AU015836	protein_coding
ENSMUSG00000092138	Gm8607	protein_coding
ENSMUSG00000022884	Eif4a2	protein_coding
ENSMUSG00000072907	Gm10436	protein_coding
ENSMUSG00000038173	Enpp6	protein_coding
ENSMUSG00000079509	Zfx	protein_coding
ENSMUSG00000030703	Gdpd3	protein_coding
ENSMUSG00000092072	Gm4540	protein_coding
ENSMUSG00000068957	4930589L23Rik	protein_coding
ENSMUSG00000062778	Chia	protein_coding
ENSMUSG00000072905	Gm5662	protein_coding
ENSMUSG00000027804	Ppid	protein_coding
ENSMUSG00000055323	Gm9967	protein_coding
ENSMUSG00000028410	Dnaja1	protein_coding
ENSMUSG00000070289	Rpl7a-ps10	protein_coding
ENSMUSG00000021484	Lman2	protein_coding
ENSMUSG00000026966	Ssna1	protein_coding
ENSMUSG00000042675	Ypel3	protein_coding
ENSMUSG00000027444	8030411F24Rik	protein_coding
ENSMUSG00000068011	2510049J12Rik	protein_coding
ENSMUSG00000058600	Rpl30	protein_coding
ENSMUSG00000032451	Trim42	protein_coding
ENSMUSG00000091139	Gm6190	protein_coding
ENSMUSG00000021044	Adck1	protein_coding
ENSMUSG00000052087	Rgs14	protein_coding
ENSMUSG00000027443	Cst12	protein_coding
ENSMUSG00000000439	Mkrn2	protein_coding
ENSMUSG00000052848	C130026L21Rik	protein_coding
ENSMUSG00000038811	Gngt2	protein_coding
ENSMUSG00000066975	Cryba4	protein_coding
ENSMUSG00000038143	Stox2	protein_coding
ENSMUSG00000027442	Cst8	protein_coding
ENSMUSG00000026965	Anapc2	protein_coding
ENSMUSG00000011658	Fuz	protein_coding
ENSMUSG00000027809	Etfdh	protein_coding
ENSMUSG00000044726	BC030476	protein_coding
ENSMUSG00000073652	Apol7d	protein_coding
ENSMUSG00000022323	Hrsp12	protein_coding
ENSMUSG00000066392	Nrxn3	protein_coding
ENSMUSG00000060559	Gm10083	protein_coding
ENSMUSG00000000441	Raf1	protein_coding
ENSMUSG00000038102	D030016E14Rik	protein_coding
ENSMUSG00000025002	Cyp2c55	protein_coding
ENSMUSG00000030699	Tbx6	protein_coding
ENSMUSG00000040812	Agbl2	protein_coding
ENSMUSG00000021490	Slc34a1	protein_coding
ENSMUSG00000060125	Gm5528	protein_coding
ENSMUSG00000035150	Eif2s3x	protein_coding
ENSMUSG00000039395	Mreg	protein_coding
ENSMUSG00000032512	Wdr48	protein_coding
ENSMUSG00000029343	Crybb1	protein_coding
ENSMUSG00000026189	Pecr	protein_coding
ENSMUSG00000067231	Cyp2c65	protein_coding
ENSMUSG00000036924	Cst13	protein_coding
ENSMUSG00000032452	Clstn2	protein_coding
ENSMUSG00000022325	Pop1	protein_coding
ENSMUSG00000093713	Vmn1r235	protein_coding
ENSMUSG00000030697	Ppp4c	protein_coding
ENSMUSG00000054142	Vmn1r236	protein_coding
ENSMUSG00000079562	Maea	protein_coding
ENSMUSG00000058030	Vmn1r237	protein_coding
ENSMUSG00000027811	4930579G24Rik	protein_coding
ENSMUSG00000040809	Chi3l3	protein_coding
ENSMUSG00000062743	Zfp677	protein_coding
ENSMUSG00000030695	Aldoa	protein_coding
ENSMUSG00000027445	Cst9	protein_coding
ENSMUSG00000034009	Rxfp1	protein_coding
ENSMUSG00000044444	Pfn3	protein_coding
ENSMUSG00000021492	F12	protein_coding
ENSMUSG00000067229	Cyp2c66	protein_coding
ENSMUSG00000027446	9230104L09Rik	protein_coding
ENSMUSG00000023882	Zfp54	protein_coding
ENSMUSG00000027956	Tmem144	protein_coding
ENSMUSG00000026188	Tmem169	protein_coding
ENSMUSG00000028610	Dmrtb1	protein_coding
ENSMUSG00000003053	Cyp2c29	protein_coding
ENSMUSG00000027955	Fam198b	protein_coding
ENSMUSG00000027447	Cst3	protein_coding
ENSMUSG00000046995	2610303G11Rik	protein_coding
ENSMUSG00000063779	Chi3l4	protein_coding
